# 简名 → 完整包路径对照表（写 import 时查这个）
# 共 9331 个简名，同名类用 | 分隔

AABB	net.minecraft.world.phys.AABB
AttackIndicatorStatus	net.minecraft.client.AttackIndicatorStatus
AttackRange	net.minecraft.world.item.component.AttackRange
AttackSweepParticle	net.minecraft.client.particle.AttackSweepParticle
AttackSweepParticle$Provider	net.minecraft.client.particle.AttackSweepParticle$Provider
Attackable	net.minecraft.world.entity.Attackable
Attribute	net.minecraft.world.entity.ai.attributes.Attribute
Attribute$Sentiment	net.minecraft.world.entity.ai.attributes.Attribute$Sentiment
AttributeCommand	net.minecraft.server.commands.AttributeCommand
AttributeIdPrefixFix	net.minecraft.util.datafix.fixes.AttributeIdPrefixFix
AttributeInstance	net.minecraft.world.entity.ai.attributes.AttributeInstance
AttributeInstance$Packed	net.minecraft.world.entity.ai.attributes.AttributeInstance$Packed
AttributeMap	net.minecraft.world.entity.ai.attributes.AttributeMap
AttributeModifier	net.minecraft.world.attribute.modifier.AttributeModifier  |  net.minecraft.world.entity.ai.attributes.AttributeModifier
AttributeModifier$Operation	net.minecraft.world.entity.ai.attributes.AttributeModifier$Operation
AttributeModifier$OperationId	net.minecraft.world.attribute.modifier.AttributeModifier$OperationId
AttributeModifier$OverrideModifier	net.minecraft.world.attribute.modifier.AttributeModifier$OverrideModifier
AttributeModifierIdFix	net.minecraft.util.datafix.fixes.AttributeModifierIdFix
AttributeModifiersPredicate	net.minecraft.core.component.predicates.AttributeModifiersPredicate
AttributeModifiersPredicate$EntryPredicate	net.minecraft.core.component.predicates.AttributeModifiersPredicate$EntryPredicate
AttributeRange	net.minecraft.world.attribute.AttributeRange
AttributeRange$1	net.minecraft.world.attribute.AttributeRange$1
AttributeRange$2	net.minecraft.world.attribute.AttributeRange$2
AttributeSupplier	net.minecraft.world.entity.ai.attributes.AttributeSupplier
AttributeSupplier$Builder	net.minecraft.world.entity.ai.attributes.AttributeSupplier$Builder
AttributeTrack	net.minecraft.world.timeline.AttributeTrack
AttributeTrackSampler	net.minecraft.world.timeline.AttributeTrackSampler
AttributeType	net.minecraft.world.attribute.AttributeType
AttributeTypes	net.minecraft.world.attribute.AttributeTypes
Attributes	net.minecraft.world.entity.ai.attributes.Attributes
AttributesRenameFix	net.minecraft.util.datafix.fixes.AttributesRenameFix
AttributesRenameLegacy	net.minecraft.util.datafix.fixes.AttributesRenameLegacy
AudioStream	net.minecraft.client.sounds.AudioStream
AuthenticationHandler	net.minecraft.server.jsonrpc.security.AuthenticationHandler
AuthenticationHandler$SecurityCheckResult	net.minecraft.server.jsonrpc.security.AuthenticationHandler$SecurityCheckResult
Avatar	net.minecraft.world.entity.Avatar
AvatarRenderState	net.minecraft.client.renderer.entity.state.AvatarRenderState
AvatarRenderer	net.minecraft.client.renderer.entity.player.AvatarRenderer
AvoidEntityGoal	net.minecraft.world.entity.ai.goal.AvoidEntityGoal
AxeItem	net.minecraft.world.item.AxeItem
AxisAlignedLinearPosTest	net.minecraft.world.level.levelgen.structure.templatesystem.AxisAlignedLinearPosTest
AxisCycle	net.minecraft.core.AxisCycle
AxisCycle$1	net.minecraft.core.AxisCycle$1
AxisCycle$2	net.minecraft.core.AxisCycle$2
AxisCycle$3	net.minecraft.core.AxisCycle$3
Axolotl	net.minecraft.world.entity.animal.axolotl.Axolotl
Axolotl$AnimationState	net.minecraft.world.entity.animal.axolotl.Axolotl$AnimationState
Axolotl$AxolotlGroupData	net.minecraft.world.entity.animal.axolotl.Axolotl$AxolotlGroupData
Axolotl$AxolotlLookControl	net.minecraft.world.entity.animal.axolotl.Axolotl$AxolotlLookControl
Axolotl$AxolotlMoveControl	net.minecraft.world.entity.animal.axolotl.Axolotl$AxolotlMoveControl
Axolotl$Variant	net.minecraft.world.entity.animal.axolotl.Axolotl$Variant
AxolotlAi	net.minecraft.world.entity.animal.axolotl.AxolotlAi
AxolotlAttackablesSensor	net.minecraft.world.entity.ai.sensing.AxolotlAttackablesSensor
AxolotlModel	net.minecraft.client.model.animal.axolotl.AxolotlModel
AxolotlRenderState	net.minecraft.client.renderer.entity.state.AxolotlRenderState
AxolotlRenderer	net.minecraft.client.renderer.entity.AxolotlRenderer
AzaleaBlock	net.minecraft.world.level.block.AzaleaBlock
BabyFollowAdult	net.minecraft.world.entity.ai.behavior.BabyFollowAdult
BabyModelTransform	net.minecraft.client.model.BabyModelTransform
BackUpIfTooClose	net.minecraft.world.entity.ai.behavior.BackUpIfTooClose
BackgroundMusic	net.minecraft.world.attribute.BackgroundMusic
BackupConfirmScreen	net.minecraft.client.gui.screens.BackupConfirmScreen
BackupConfirmScreen$Listener	net.minecraft.client.gui.screens.BackupConfirmScreen$Listener
BadOmenMobEffect	net.minecraft.world.effect.BadOmenMobEffect
BakedGlyph	net.minecraft.client.gui.font.glyphs.BakedGlyph
BakedQuad	net.minecraft.client.renderer.block.model.BakedQuad
BakedSheetGlyph	net.minecraft.client.gui.font.glyphs.BakedSheetGlyph
BakedSheetGlyph$EffectInstance	net.minecraft.client.gui.font.glyphs.BakedSheetGlyph$EffectInstance
BakedSheetGlyph$GlyphInstance	net.minecraft.client.gui.font.glyphs.BakedSheetGlyph$GlyphInstance
BambooFeature	net.minecraft.world.level.levelgen.feature.BambooFeature
BambooLeaves	net.minecraft.world.level.block.state.properties.BambooLeaves
BambooSaplingBlock	net.minecraft.world.level.block.BambooSaplingBlock
BambooStalkBlock	net.minecraft.world.level.block.BambooStalkBlock
BanIpCommands	net.minecraft.server.commands.BanIpCommands
BanListCommands	net.minecraft.server.commands.BanListCommands
BanListEntry	net.minecraft.server.players.BanListEntry
BanNoticeScreens	net.minecraft.client.gui.screens.BanNoticeScreens
BanPlayerCommands	net.minecraft.server.commands.BanPlayerCommands
BanReason	net.minecraft.client.multiplayer.chat.report.BanReason
BandwidthDebugChart	net.minecraft.client.gui.components.debugchart.BandwidthDebugChart
BandwidthDebugMonitor	net.minecraft.network.BandwidthDebugMonitor
BanlistService	net.minecraft.server.jsonrpc.methods.BanlistService
BanlistService$UserBan	net.minecraft.server.jsonrpc.methods.BanlistService$UserBan
BanlistService$UserBanDto	net.minecraft.server.jsonrpc.methods.BanlistService$UserBanDto
BannerBlock	net.minecraft.world.level.block.BannerBlock
BannerBlockEntity	net.minecraft.world.level.block.entity.BannerBlockEntity
BannerDuplicateRecipe	net.minecraft.world.item.crafting.BannerDuplicateRecipe
BannerEntityCustomNameToOverrideComponentFix	net.minecraft.util.datafix.fixes.BannerEntityCustomNameToOverrideComponentFix
BannerFlagModel	net.minecraft.client.model.object.banner.BannerFlagModel
BannerItem	net.minecraft.world.item.BannerItem
BannerModel	net.minecraft.client.model.object.banner.BannerModel
BannerPattern	net.minecraft.world.level.block.entity.BannerPattern
BannerPatternFormatFix	net.minecraft.util.datafix.fixes.BannerPatternFormatFix
BannerPatternLayers	net.minecraft.world.level.block.entity.BannerPatternLayers
BannerPatternLayers$Builder	net.minecraft.world.level.block.entity.BannerPatternLayers$Builder
BannerPatternLayers$Layer	net.minecraft.world.level.block.entity.BannerPatternLayers$Layer
BannerPatternTags	net.minecraft.tags.BannerPatternTags
BannerPatternTagsProvider	net.minecraft.data.tags.BannerPatternTagsProvider
BannerPatterns	net.minecraft.world.level.block.entity.BannerPatterns
BannerRenderState	net.minecraft.client.renderer.blockentity.state.BannerRenderState
BannerRenderer	net.minecraft.client.renderer.blockentity.BannerRenderer
BannerSpecialRenderer	net.minecraft.client.renderer.special.BannerSpecialRenderer
BannerSpecialRenderer$Unbaked	net.minecraft.client.renderer.special.BannerSpecialRenderer$Unbaked
BarrelBlock	net.minecraft.world.level.block.BarrelBlock
BarrelBlockEntity	net.minecraft.world.level.block.entity.BarrelBlockEntity
BarrelBlockEntity$1	net.minecraft.world.level.block.entity.BarrelBlockEntity$1
BarrierBlock	net.minecraft.world.level.block.BarrierBlock
BasaltColumnsFeature	net.minecraft.world.level.levelgen.feature.BasaltColumnsFeature
BasaltPillarFeature	net.minecraft.world.level.levelgen.feature.BasaltPillarFeature
BaseAshSmokeParticle	net.minecraft.client.particle.BaseAshSmokeParticle
BaseCommandBlock	net.minecraft.world.level.BaseCommandBlock
BaseCommandBlock$CloseableCommandBlockSource	net.minecraft.world.level.BaseCommandBlock$CloseableCommandBlockSource
BaseContainerBlockEntity	net.minecraft.world.level.block.entity.BaseContainerBlockEntity
BaseCoralFanBlock	net.minecraft.world.level.block.BaseCoralFanBlock
BaseCoralPlantBlock	net.minecraft.world.level.block.BaseCoralPlantBlock
BaseCoralPlantTypeBlock	net.minecraft.world.level.block.BaseCoralPlantTypeBlock
BaseCoralWallFanBlock	net.minecraft.world.level.block.BaseCoralWallFanBlock
BaseEntityBlock	net.minecraft.world.level.block.BaseEntityBlock
BaseFireBlock	net.minecraft.world.level.block.BaseFireBlock
BasePressurePlateBlock	net.minecraft.world.level.block.BasePressurePlateBlock
BaseRailBlock	net.minecraft.world.level.block.BaseRailBlock
BaseRailBlock$1	net.minecraft.world.level.block.BaseRailBlock$1
BaseSpawner	net.minecraft.world.level.BaseSpawner
BaseTorchBlock	net.minecraft.world.level.block.BaseTorchBlock
BastionBridgePools	net.minecraft.data.worldgen.BastionBridgePools
BastionHoglinStablePools	net.minecraft.data.worldgen.BastionHoglinStablePools
BastionHousingUnitsPools	net.minecraft.data.worldgen.BastionHousingUnitsPools
BastionPieces	net.minecraft.data.worldgen.BastionPieces
BastionSharedPools	net.minecraft.data.worldgen.BastionSharedPools
BastionTreasureRoomPools	net.minecraft.data.worldgen.BastionTreasureRoomPools
Bat	net.minecraft.world.entity.ambient.Bat
BatAnimation	net.minecraft.client.animation.definitions.BatAnimation
BatModel	net.minecraft.client.model.ambient.BatModel
BatRenderState	net.minecraft.client.renderer.entity.state.BatRenderState
BatRenderer	net.minecraft.client.renderer.entity.BatRenderer
BeaconBeamBlock	net.minecraft.world.level.block.BeaconBeamBlock
BeaconBeamOwner	net.minecraft.world.level.block.entity.BeaconBeamOwner
BeaconBeamOwner$Section	net.minecraft.world.level.block.entity.BeaconBeamOwner$Section
BeaconBlock	net.minecraft.world.level.block.BeaconBlock
BeaconBlockEntity	net.minecraft.world.level.block.entity.BeaconBlockEntity
BeaconBlockEntity$1	net.minecraft.world.level.block.entity.BeaconBlockEntity$1
BeaconMenu	net.minecraft.world.inventory.BeaconMenu
BeaconMenu$1	net.minecraft.world.inventory.BeaconMenu$1
BeaconMenu$PaymentSlot	net.minecraft.world.inventory.BeaconMenu$PaymentSlot
BeaconRenderState	net.minecraft.client.renderer.blockentity.state.BeaconRenderState
BeaconRenderState$Section	net.minecraft.client.renderer.blockentity.state.BeaconRenderState$Section
BeaconRenderer	net.minecraft.client.renderer.blockentity.BeaconRenderer
BeaconScreen	net.minecraft.client.gui.screens.inventory.BeaconScreen
BeaconScreen$1	net.minecraft.client.gui.screens.inventory.BeaconScreen$1
BeaconScreen$BeaconButton	net.minecraft.client.gui.screens.inventory.BeaconScreen$BeaconButton
BeaconScreen$BeaconCancelButton	net.minecraft.client.gui.screens.inventory.BeaconScreen$BeaconCancelButton
BeaconScreen$BeaconConfirmButton	net.minecraft.client.gui.screens.inventory.BeaconScreen$BeaconConfirmButton
BeaconScreen$BeaconPowerButton	net.minecraft.client.gui.screens.inventory.BeaconScreen$BeaconPowerButton
BeaconScreen$BeaconScreenButton	net.minecraft.client.gui.screens.inventory.BeaconScreen$BeaconScreenButton
BeaconScreen$BeaconSpriteScreenButton	net.minecraft.client.gui.screens.inventory.BeaconScreen$BeaconSpriteScreenButton
BeaconScreen$BeaconUpgradePowerButton	net.minecraft.client.gui.screens.inventory.BeaconScreen$BeaconUpgradePowerButton
Beardifier	net.minecraft.world.level.levelgen.Beardifier
Beardifier$1	net.minecraft.world.level.levelgen.Beardifier$1
Beardifier$Rigid	net.minecraft.world.level.levelgen.Beardifier$Rigid
BecomePassiveIfMemoryPresent	net.minecraft.world.entity.ai.behavior.BecomePassiveIfMemoryPresent
BedBlock	net.minecraft.world.level.block.BedBlock
BedBlockEntity	net.minecraft.world.level.block.entity.BedBlockEntity
BedItem	net.minecraft.world.item.BedItem
BedItemColorFix	net.minecraft.util.datafix.fixes.BedItemColorFix
BedPart	net.minecraft.world.level.block.state.properties.BedPart
BedRenderState	net.minecraft.client.renderer.blockentity.state.BedRenderState
BedRenderer	net.minecraft.client.renderer.blockentity.BedRenderer
BedRule	net.minecraft.world.attribute.BedRule
BedRule$Rule	net.minecraft.world.attribute.BedRule$Rule
BedSpecialRenderer	net.minecraft.client.renderer.special.BedSpecialRenderer
BedSpecialRenderer$Unbaked	net.minecraft.client.renderer.special.BedSpecialRenderer$Unbaked
Bee	net.minecraft.world.entity.animal.bee.Bee
Bee$1	net.minecraft.world.entity.animal.bee.Bee$1
Bee$BaseBeeGoal	net.minecraft.world.entity.animal.bee.Bee$BaseBeeGoal
Bee$BeeAttackGoal	net.minecraft.world.entity.animal.bee.Bee$BeeAttackGoal
Bee$BeeBecomeAngryTargetGoal	net.minecraft.world.entity.animal.bee.Bee$BeeBecomeAngryTargetGoal
Bee$BeeEnterHiveGoal	net.minecraft.world.entity.animal.bee.Bee$BeeEnterHiveGoal
Bee$BeeGoToHiveGoal	net.minecraft.world.entity.animal.bee.Bee$BeeGoToHiveGoal
Bee$BeeGoToKnownFlowerGoal	net.minecraft.world.entity.animal.bee.Bee$BeeGoToKnownFlowerGoal
Bee$BeeGrowCropGoal	net.minecraft.world.entity.animal.bee.Bee$BeeGrowCropGoal
Bee$BeeHurtByOtherGoal	net.minecraft.world.entity.animal.bee.Bee$BeeHurtByOtherGoal
Bee$BeeLocateHiveGoal	net.minecraft.world.entity.animal.bee.Bee$BeeLocateHiveGoal
Bee$BeeLookControl	net.minecraft.world.entity.animal.bee.Bee$BeeLookControl
Bee$BeePollinateGoal	net.minecraft.world.entity.animal.bee.Bee$BeePollinateGoal
Bee$BeeWanderGoal	net.minecraft.world.entity.animal.bee.Bee$BeeWanderGoal
Bee$ValidateFlowerGoal	net.minecraft.world.entity.animal.bee.Bee$ValidateFlowerGoal
Bee$ValidateHiveGoal	net.minecraft.world.entity.animal.bee.Bee$ValidateHiveGoal
BeeAggressiveSoundInstance	net.minecraft.client.resources.sounds.BeeAggressiveSoundInstance
BeeDebugRenderer	net.minecraft.client.renderer.debug.BeeDebugRenderer
BeeFlyingSoundInstance	net.minecraft.client.resources.sounds.BeeFlyingSoundInstance
BeeModel	net.minecraft.client.model.animal.bee.BeeModel
BeeNestDestroyedTrigger	net.minecraft.advancements.criterion.BeeNestDestroyedTrigger
BeeNestDestroyedTrigger$TriggerInstance	net.minecraft.advancements.criterion.BeeNestDestroyedTrigger$TriggerInstance
BeeRenderState	net.minecraft.client.renderer.entity.state.BeeRenderState
BeeRenderer	net.minecraft.client.renderer.entity.BeeRenderer
BeeSoundInstance	net.minecraft.client.resources.sounds.BeeSoundInstance
BeeStingerLayer	net.minecraft.client.renderer.entity.layers.BeeStingerLayer
BeeStingerModel	net.minecraft.client.model.animal.bee.BeeStingerModel
BeehiveBlock	net.minecraft.world.level.block.BeehiveBlock
BeehiveBlockEntity	net.minecraft.world.level.block.entity.BeehiveBlockEntity
BeehiveBlockEntity$BeeData	net.minecraft.world.level.block.entity.BeehiveBlockEntity$BeeData
BeehiveBlockEntity$BeeReleaseStatus	net.minecraft.world.level.block.entity.BeehiveBlockEntity$BeeReleaseStatus
BeehiveBlockEntity$Occupant	net.minecraft.world.level.block.entity.BeehiveBlockEntity$Occupant
BeehiveDecorator	net.minecraft.world.level.levelgen.feature.treedecorators.BeehiveDecorator
BeehiveFieldRenameFix	net.minecraft.util.datafix.fixes.BeehiveFieldRenameFix
Bees	net.minecraft.world.item.component.Bees
BeetrootBlock	net.minecraft.world.level.block.BeetrootBlock
BegGoal	net.minecraft.world.entity.ai.goal.BegGoal
Behavior	net.minecraft.world.entity.ai.behavior.Behavior
Behavior$Status	net.minecraft.world.entity.ai.behavior.Behavior$Status
BehaviorBuilder	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder
BehaviorBuilder$1	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$1
BehaviorBuilder$Constant	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Constant
BehaviorBuilder$Constant$1	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Constant$1
BehaviorBuilder$Instance	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Instance
BehaviorBuilder$Instance$1	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Instance$1
BehaviorBuilder$Instance$2	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Instance$2
BehaviorBuilder$Instance$3	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Instance$3
BehaviorBuilder$Instance$4	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Instance$4
BehaviorBuilder$Instance$5	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Instance$5
BehaviorBuilder$Instance$Mu	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Instance$Mu
BehaviorBuilder$Mu	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Mu
BehaviorBuilder$PureMemory	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$PureMemory
BehaviorBuilder$PureMemory$1	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$PureMemory$1
BehaviorBuilder$TriggerWithResult	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$TriggerWithResult
BehaviorBuilder$TriggerWrapper	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$TriggerWrapper
BehaviorBuilder$TriggerWrapper$1	net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$TriggerWrapper$1
BehaviorControl	net.minecraft.world.entity.ai.behavior.BehaviorControl
BehaviorUtils	net.minecraft.world.entity.ai.behavior.BehaviorUtils
BellAttachType	net.minecraft.world.level.block.state.properties.BellAttachType
BellBlock	net.minecraft.world.level.block.BellBlock
BellBlock$1	net.minecraft.world.level.block.BellBlock$1
BellBlockEntity	net.minecraft.world.level.block.entity.BellBlockEntity
